Series,Mazur.lnk,Mazur.RMSE,Mazur.BIC,Mazur.AIC,Mazur.BF,Mazur.prob,Mazur.notes,exp.lnk,exp.RMSE,exp.BIC,exp.AIC,exp.BF,exp.prob,exp.notes,BD.beta,BD.delta,BD.RMSE,BD.BIC,BD.AIC,BD.BF,BD.prob,BD.notes,MG.lnk,MG.s,MG.RMSE,MG.BIC,MG.AIC,MG.BF,MG.prob,MG.notes,Rachlin.lnk,Rachlin.s,Rachlin.RMSE,Rachlin.BIC,Rachlin.AIC,Rachlin.BF,Rachlin.prob,Rachlin.notes,Loewenstein-Prelec.lnk,Loewenstein-Prelec.beta,Loewenstein-Prelec.RMSE,Loewenstein-Prelec.BIC,Loewenstein-Prelec.AIC,Loewenstein-Prelec.BF,Loewenstein-Prelec.prob,Loewenstein-Prelec.notes,EbertPrelec.lnk,EbertPrelec.s,EbertPrelec.RMSE,EbertPrelec.BIC,EbertPrelec.AIC,EbertPrelec.BF,EbertPrelec.prob,EbertPrelec.notes,Bleichrodt.lnk,Bleichrodt.s,Bleichrodt.beta,Bleichrodt.RMSE,Bleichrodt.BIC,Bleichrodt.AIC,Bleichrodt.BF,Bleichrodt.prob,Bleichrodt.notes,Parabolic.lnk,Parabolic.RMSE,Parabolic.BIC,Parabolic.AIC,Parabolic.BF,Parabolic.prob,Parabolic.notes,Power.lnk,Power.lns,Power.RMSE,Power.BIC,Power.AIC,Power.BF,Power.prob,Power.notes,noise.mean,noise.RMSE,noise.BIC,noise.AIC,noise.BF,noise.prob,probmodel,probmodel.ED50,probmodel.AUC,probmodel.Log10AUC,delays,values,ResponseId
121,1.2773,0.0766221,-12.2072,-12.099,1.81798,0.0297761,Success: relative step is no more than EpsX,0.627697,0.0966289,-8.95933,-8.85115,0.35836,0.00586948,Success: relative step is no more than EpsX,0.215747,0.950466,0.0405717,-19.1627,-19.0004,58.8786,0.964354,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,0.0834523,-11.0118,-10.9036,1,0.0163787,Beta-Delta (f),nan,0.00777721,0.0846157,"1,4,26,52,156,260,520","0.15,0.25,0.025,0.025,0.025,0.025,0.025",R_ODmssAy3qbLxM0p
122,-0.75358,0.15472,-2.36901,-2.26083,208.22,0.135149,Success: relative step is no more than EpsX,-1.08505,0.124244,-5.44015,-5.33197,966.967,0.627629,Success: relative step is no more than EpsX,1,0.713278,0.124244,-3.49424,-3.33197,365.479,0.237222,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168571,0.331713,8.30818,8.41636,1,0.00064907,Exponential (f),1.08505,0.00406747,0.130991,"1,4,26,52,156,260,520","0.98,0.075,0.025,0.025,0.025,0.025,0.025",R_1IT0SlAlN157Eof
123,-1.51469,0.127157,-5.1157,-5.00752,136.447,0.706109,Success: relative step is no more than EpsX,-1.4538,0.17134,-0.940552,-0.832372,16.9177,0.0875486,Success: relative step is no more than EpsX,0.64029,0.979286,0.131917,-2.65523,-2.49297,39.8732,0.206342,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289286,0.256646,4.71617,4.82435,1,0.00517496,Hyperbolic (f),1.51469,0.0398639,0.27259,"1,4,26,52,156,260,520","0.85,0.35,0.35,0.25,0.075,0.075,0.075",R_3g71lN7qylMaZyR
124,-2.89096,0.0742565,-12.6463,-12.5381,129881,0.101125,Success: relative step is no more than EpsX,-3.44443,0.0568954,-16.3746,-16.2664,837821,0.652321,Success: relative step is no more than EpsX,1,0.968581,0.0568954,-14.4287,-14.2664,316667,0.246554,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.376429,0.399247,10.9025,11.0107,1,7.78593e-7,Exponential (f),3.44443,0.0584607,0.463537,"1,4,26,52,156,260,520","0.98,0.98,0.35,0.25,0.025,0.025,0.025",R_3EgpVaPOSrUU2oj
125,-4.12372,0.0941476,-9.32352,-9.21534,1112.68,0.882863,Success: relative step is no more than EpsX,-4.77558,0.156591,-2.20071,-2.09253,31.5989,0.0250724,Success: relative step is no more than EpsX,0.802927,0.995308,0.113163,-4.80216,-4.63989,116.03,0.0920646,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.534286,0.256451,4.70554,4.81372,1,0.000793457,Hyperbolic (f),4.12372,0.265052,0.644005,"1,4,26,52,156,260,520","0.94,0.85,0.55,0.55,0.35,0.25,0.25",R_1gNQsJQJjXjkLGN
126,-1.52237,0.114826,-6.54381,-6.43563,861.792,0.809773,Success: relative step is no more than EpsX,-1.59379,0.144841,-3.29273,-3.18455,169.605,0.159367,Success: relative step is no more than EpsX,0.810366,0.941735,0.159362,-0.00922193,0.153048,32.8423,0.0308599,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282857,0.301566,6.97421,7.08239,1,0.000939638,Hyperbolic (f),1.52237,0.0401161,0.273587,"1,4,26,52,156,260,520","0.98,0.35,0.25,0.15,0.15,0.075,0.025",R_2wGgMCu8s8YQ7Ft
127,-1.56044,0.0251079,-27.827,-27.7189,4.11482e+7,0.983592,Success: relative step is no more than EpsX,-1.99836,0.0514286,-17.7889,-17.6807,272015,0.00650214,Success: relative step is no more than EpsX,0.870376,0.919538,0.0421425,-18.6309,-18.4687,414417,0.00990606,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235714,0.307309,7.23834,7.34651,1,2.39036e-8,Hyperbolic (f),1.56044,0.0413883,0.278547,"1,4,26,52,156,260,520","0.85,0.55,0.15,0.025,0.025,0.025,0.025",R_YQ4IXuC4f2j1odP
128,-3.53332,0.182045,-0.0920387,0.0161411,205.406,0.545948,Success: relative step is no more than EpsX,-4.24202,0.197696,1.0626,1.17078,115.315,0.306496,Success: relative step is no more than EpsX,0.898321,0.988652,0.190979,2.5246,2.68687,55.516,0.147556,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452857,0.389541,10.5579,10.6661,1,0.0026579,Hyperbolic (f),3.53332,0.181774,0.559392,"1,4,26,52,156,260,520","0.98,0.94,0.25,0.75,0.15,0.075,0.025",R_1OvKideoQNveW4g
129,-2.57366,0.0526774,-17.453,-17.3448,560035,0.0389023,Success: relative step is no more than EpsX,-3.22355,0.0458172,-19.4064,-19.2982,1.48726e+6,0.103311,Success: relative step is no more than EpsX,0.920887,0.965274,0.0294677,-23.6396,-23.4773,1.23486e+7,0.857787,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,0.348978,9.01851,9.12669,1,6.9464e-8,Beta-Delta (f),2.84954,0.0484599,0.412373,"1,4,26,52,156,260,520","0.85,0.85,0.35,0.15,0.025,0.025,0.025",R_3JqSGTPOOGVoQzv
130,-5.32729,0.198641,1.12939,1.23757,0.316162,0.191757,Success: relative step is no more than EpsX,-6.04408,0.230119,3.18872,3.2969,0.11291,0.0684816,Success: relative step is no more than EpsX,0.737661,0.999084,0.142542,-1.5708,-1.40853,1.21969,0.739761,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.654286,0.168511,-1.17361,-1.06543,1,0.606516,Beta-Delta (f),6.05028,0.586462,0.687594,"1,4,26,52,156,260,520","0.98,0.85,0.55,0.55,0.55,0.55,0.55",R_O9y8fexJKZsIw0x
131,-4.95989,0.0783579,-11.8936,-11.7854,6316.68,0.906711,Success: relative step is no more than EpsX,-5.45947,0.115825,-6.42249,-6.31431,409.689,0.0588078,Success: relative step is no more than EpsX,0.934801,0.996344,0.108783,-5.35475,-5.19248,240.213,0.0344808,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.657143,0.273533,5.60831,5.71649,1,0.000143542,Hyperbolic (f),4.95989,0.420113,0.755468,"1,4,26,52,156,260,520","0.98,0.91,0.91,0.75,0.35,0.35,0.35",R_2VQsHGzH3FoAe03
132,-4.21389,0.175926,-0.570748,-0.462568,643.686,0.0584406,Success: relative step is no more than EpsX,-4.67266,0.123815,-5.48859,-5.38041,7526.08,0.683297,Success: relative step is no more than EpsX,1,0.990697,0.123815,-3.54268,-3.38041,2844.59,0.258262,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.533571,0.443168,12.3637,12.4719,1,9.07906e-5,Exponential (f),4.67266,0.202616,0.656144,"1,4,26,52,156,260,520","0.98,0.98,0.85,0.85,0.025,0.025,0.025",R_xs9oEDO4EKVsqgF
133,-4.42273,0.12707,-5.12531,-5.01713,295.517,0.275086,Success: relative step is no more than EpsX,-5.02723,0.141688,-3.60087,-3.49269,137.897,0.128363,Success: relative step is no more than EpsX,0.83333,0.995278,0.0990039,-6.67347,-6.5112,640.859,0.596551,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.286406,6.25215,6.36033,1,0.000930862,Beta-Delta (f),4.68135,0.308667,0.633527,"1,4,26,52,156,260,520","0.98,0.65,0.75,0.65,0.45,0.15,0.15",R_30bYjii2EDI0zPe
134,-3.51801,0.0923433,-9.59443,-9.48625,7785.05,0.934319,Success: relative step is no more than EpsX,-3.84105,0.14126,-3.64322,-3.53504,397.165,0.0476656,Success: relative step is no more than EpsX,1,0.978759,0.14126,-1.69731,-1.53504,150.114,0.0180159,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.487143,0.332124,8.32549,8.43367,1,0.000120014,Hyperbolic (f),3.51801,0.179918,0.557165,"1,4,26,52,156,260,520","0.98,0.98,0.55,0.25,0.25,0.25,0.15",R_30nOtcsbIE1IZbu
135,-2.61056,0.157291,-2.13826,-2.03008,28.3868,0.796135,Success: relative step is no more than EpsX,-3.17291,0.204782,1.55562,1.6638,4.47714,0.125566,Success: relative step is no more than EpsX,0.817453,0.973618,0.190647,2.5002,2.66247,2.79182,0.0782992,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.411429,0.253683,4.55359,4.66177,1,0.028046,Hyperbolic (f),2.61056,0.0943337,0.424643,"1,4,26,52,156,260,520","0.98,0.55,0.35,0.25,0.25,0.25,0.25",R_2w1CMyMalhYubRj
136,-4.21169,0.163414,-1.60358,-1.4954,11.1689,0.762408,Success: relative step is no more than EpsX,-4.8755,0.229921,3.1767,3.28488,1.02326,0.0698494,Success: relative step is no more than EpsX,0.731486,0.997673,0.176547,1.42453,1.58679,2.45735,0.167743,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.568571,0.230678,3.22269,3.33087,1,0.0682616,Hyperbolic (f),4.21169,0.279428,0.656303,"1,4,26,52,156,260,520","0.98,0.85,0.55,0.45,0.35,0.35,0.45",R_To5XYstuv4alznb
137,-4.42389,0.052926,-17.3871,-17.2789,315659,0.926923,Success: relative step is no more than EpsX,-5.05283,0.0839039,-10.9362,-10.828,12543.7,0.0368342,Success: relative step is no more than EpsX,0.930649,0.994432,0.073185,-10.9038,-10.7416,12342.3,0.0362428,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.576429,0.323051,7.93775,8.04593,1,2.93646e-6,Hyperbolic (f),4.42389,0.316131,0.685504,"1,4,26,52,156,260,520","0.98,0.98,0.75,0.55,0.45,0.25,0.075",R_294CxSP1ZNs14eN
138,-3.02594,0.105669,-7.70725,-7.59907,12312.9,0.101248,Success: relative step is no more than EpsX,-3.51277,0.0809793,-11.4329,-11.3247,79318.8,0.652232,Success: relative step is no more than EpsX,1,0.970626,0.0809793,-9.48699,-9.32472,29979.7,0.24652,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.394286,0.405775,11.1296,11.2377,1,8.22291e-6,Exponential (f),3.51277,0.0627278,0.474133,"1,4,26,52,156,260,520","0.98,0.98,0.55,0.075,0.075,0.075,0.025",R_2YQWx9Yox2fhHF3
139,-2.24748,0.115161,-6.503,-6.39482,6950.59,0.0273901,Success: relative step is no more than EpsX,-2.73885,0.0723965,-13.0014,-12.8932,179114,0.705831,Success: relative step is no more than EpsX,1,0.9374,0.0723965,-11.0555,-10.8932,67698.6,0.266779,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302143,0.407535,11.1902,11.2983,1,3.94069e-6,Exponential (f),2.73885,0.0279398,0.355821,"1,4,26,52,156,260,520","0.98,0.91,0.075,0.075,0.025,0.025,0.025",R_3kq4ObO9bA6A64L
140,-2.28557,0.0225674,-29.3205,-29.2123,1.89568e+8,0.9713,Success: relative step is no more than EpsX,-2.95381,0.0451203,-19.621,-19.5128,1.48434e+6,0.00760539,Success: relative step is no more than EpsX,0.927543,0.95533,0.0339402,-21.6613,-21.499,4.11707e+6,0.0210949,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305,0.343574,8.80001,8.90819,1,5.12375e-9,Hyperbolic (f),2.28557,0.0736894,0.377961,"1,4,26,52,156,260,520","0.91,0.75,0.25,0.15,0.025,0.025,0.025",R_21FLKWOEdzNF2qh
141,-2.77641,0.0827007,-11.1384,-11.0302,67852.2,0.0180386,Success: relative step is no more than EpsX,-3.31865,0.048912,-18.4913,-18.3831,2.68051e+6,0.712617,Success: relative step is no more than EpsX,1,0.964446,0.048912,-16.5454,-16.3831,1.01314e+6,0.269344,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362143,0.405259,11.1117,11.2199,1,2.65852e-7,Exponential (f),3.31865,0.0513311,0.444097,"1,4,26,52,156,260,520","0.98,0.98,0.35,0.15,0.025,0.025,0.025",R_2ZOBskfAolHn4hR
142,-3.01434,0.0480697,-18.7345,-18.6263,917917,0.987952,Success: relative step is no more than EpsX,-3.55834,0.0950576,-9.18885,-9.08067,7762.39,0.00835464,Success: relative step is no more than EpsX,0.954637,0.974289,0.0929543,-7.55619,-7.39392,3431.37,0.00369318,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.404286,0.341744,8.72524,8.83342,1,1.0763e-6,Hyperbolic (f),3.01434,0.126808,0.483514,"1,4,26,52,156,260,520","0.98,0.85,0.35,0.35,0.15,0.075,0.075",R_RCsy8c0phc0Cch3
143,-5.11228,0.201688,1.3425,1.45068,0.460788,0.273165,Success: relative step is no more than EpsX,-5.9213,0.240739,3.82038,3.92856,0.133486,0.0791333,Success: relative step is no more than EpsX,0.727513,0.999009,0.15515,-0.384209,-0.22194,1.09257,0.647701,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.180555,-0.207141,-0.0989615,1,0.592823,Beta-Delta (f),5.93592,0.568186,0.674593,"1,4,26,52,156,260,520","0.98,0.85,0.55,0.55,0.45,0.55,0.55",R_2qfOzix9SBhiwza
144,3.43402,0.0218516,-29.7718,-29.6636,2.54354e-111,2.40938e-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70045e-111,1.61075e-33,Success: relative step is no more than EpsX,0.0250001,1,4.16285e-7,-179.984,-179.821,1.05568e-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.46945e-18,-539.079,-538.97,1,9.47253e+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_AFLtRCFlnP04Dx7
145,-3.71814,0.156237,-2.23239,-2.12421,33.3334,0.729799,Success: relative step is no more than EpsX,-4.36848,0.216997,2.36673,2.4749,3.34344,0.073201,Success: relative step is no more than EpsX,0.725901,0.99583,0.163933,0.386735,0.549005,8.99792,0.197,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.497143,0.257832,4.78072,4.8889,1,0.0218939,Hyperbolic (f),3.71814,0.205378,0.586186,"1,4,26,52,156,260,520","0.98,0.75,0.35,0.55,0.35,0.25,0.25",R_3Gizx5AlpM189py
146,-2.43465,0.108061,-7.3939,-7.28572,865.497,0.882016,Success: relative step is no more than EpsX,-3.16566,0.157587,-2.11189,-2.00371,61.7009,0.0628785,Success: relative step is no more than EpsX,0.827194,0.97172,0.139748,-1.84798,-1.68571,54.0734,0.0551055,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368571,0.283973,6.13271,6.24089,1,0.00101909,Hyperbolic (f),2.43465,0.0826065,0.399265,"1,4,26,52,156,260,520","0.98,0.55,0.35,0.25,0.15,0.15,0.15",R_27qY6jTmb2knv8S
147,-3.99247,0.0880664,-10.2583,-10.1502,3119.14,0.946608,Success: relative step is no more than EpsX,-4.5475,0.148795,-2.91567,-2.80749,79.3582,0.0240839,Success: relative step is no more than EpsX,0.842709,0.993548,0.125905,-3.30833,-3.14606,96.5737,0.0293085,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.525714,0.277944,5.83228,5.94046,1,0.000303484,Hyperbolic (f),3.99247,0.244549,0.625477,"1,4,26,52,156,260,520","0.98,0.85,0.55,0.55,0.25,0.25,0.25",R_1lucTu48LJB1mvC
148,-1.5773,0.0794838,-11.6939,-11.5857,34417.1,0.0155713,Success: relative step is no more than EpsX,-2.01688,0.0460155,-19.3459,-19.2377,1.57905e+6,0.714408,Success: relative step is no more than EpsX,1,0.875404,0.0460155,-17.4,-17.2377,596826,0.270021,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236429,0.3535,9.19875,9.30693,1,4.52428e-7,Exponential (f),2.01688,0.0126754,0.250796,"1,4,26,52,156,260,520","0.98,0.55,0.025,0.025,0.025,0.025,0.025",R_300JPRSxrdma83o
149,-4.392,0.0480391,-18.7434,-18.6352,780889,0.874166,Success: relative step is no more than EpsX,-4.96476,0.068456,-13.7849,-13.6768,65444.1,0.0732614,Success: relative step is no more than EpsX,0.951659,0.993663,0.0624648,-13.1213,-12.959,46963,0.0525727,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.570714,0.333728,8.39296,8.50114,1,1.11945e-6,Hyperbolic (f),4.392,0.310436,0.681161,"1,4,26,52,156,260,520","0.98,0.94,0.85,0.55,0.35,0.25,0.075",R_1GgxxQcwVerSSVX
150,-1.85414,0.0467546,-19.1228,-19.0147,726609,0.981564,Success: relative step is no more than EpsX,-2.46294,0.09036,-9.8984,-9.79022,7215.05,0.00974669,Success: relative step is no more than EpsX,0.875787,0.945123,0.079935,-9.66871,-9.50645,6432.28,0.00868925,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.277143,0.321479,7.86945,7.97763,1,1.35088e-6,Hyperbolic (f),1.85414,0.0524974,0.31779,"1,4,26,52,156,260,520","0.94,0.55,0.25,0.075,0.075,0.025,0.025",R_1odRy7nWgtlkQ1g
151,-3.61496,0.128575,-4.96049,-4.85231,3411.82,0.132594,Success: relative step is no more than EpsX,-4.08881,0.102924,-8.0757,-7.96752,16197.4,0.629483,Success: relative step is no more than EpsX,1,0.983381,0.102924,-6.12979,-5.96752,6122.04,0.237922,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.456429,0.411024,11.3095,11.4177,1,3.88632e-5,Exponential (f),4.08881,0.113039,0.564177,"1,4,26,52,156,260,520","0.98,0.94,0.85,0.25,0.075,0.075,0.025",R_xrNkxYmDmNKMpQB
152,-1.17406,0.181056,-0.168342,-0.0601624,50.6658,0.584065,Success: relative step is no more than EpsX,-1.20229,0.195176,0.882998,0.991178,29.9515,0.345276,Success: relative step is no more than EpsX,0.627151,0.976817,0.213054,4.05595,4.21822,6.12943,0.070659,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257857,0.317207,7.68216,7.79034,1,0.0115278,Hyperbolic (f),1.17406,0.0300235,0.229812,"1,4,26,52,156,260,520","0.98,0.15,0.35,0.25,0.025,0.025,0.025",R_24uzmSZ5f2K77fI
153,-4.33994,0.144105,-3.36405,-3.25587,1279.93,0.0417566,Success: relative step is no more than EpsX,-4.81426,0.0964221,-8.98933,-8.88115,21315.7,0.695405,Success: relative step is no more than EpsX,1,0.991919,0.0964221,-7.04342,-6.88115,8056.59,0.262838,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.542857,0.400463,10.9451,11.0533,1,3.2624e-5,Exponential (f),4.81426,0.232072,0.678342,"1,4,26,52,156,260,520","0.94,0.91,0.85,0.85,0.15,0.075,0.025",R_3Dj5K2zdSBuYb6u
154,-4.40411,0.172952,-0.809455,-0.701276,311.37,0.254593,Success: relative step is no more than EpsX,-4.94446,0.155521,-2.29668,-2.1885,654.973,0.535542,Success: relative step is no more than EpsX,0.973588,0.993182,0.15472,-0.423047,-0.260778,256.667,0.209865,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.559286,0.392742,10.6725,10.7807,1,0.000817655,Exponential (f),4.94446,0.261929,0.698601,"1,4,26,52,156,260,520","0.98,0.98,0.55,0.98,0.25,0.15,0.025",R_1fa1twqXOYUKc7E
155,-3.64257,0.132458,-4.5439,-4.43572,72.6974,0.733,Success: relative step is no more than EpsX,-4.07297,0.186979,0.28234,0.39052,6.50901,0.0656296,Success: relative step is no more than EpsX,0.725679,0.994557,0.138635,-1.95989,-1.79763,19.9715,0.20137,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472857,0.244348,4.02871,4.13689,1,0.0100829,Hyperbolic (f),3.64257,0.195459,0.575255,"1,4,26,52,156,260,520","0.75,0.91,0.45,0.45,0.25,0.25,0.25",R_1jd3O6miBgdk2Cf
156,-5.40421,0.177561,-0.441216,-0.333036,0.345818,0.134498,Success: relative step is no more than EpsX,-6.06913,0.208913,1.83521,1.94339,0.110797,0.043092,Success: relative step is no more than EpsX,0.751226,0.999039,0.119301,-4.0626,-3.90033,2.11456,0.82241,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.662857,0.15257,-2.5649,-2.45672,1,0.388927,Beta-Delta (f),6.04871,0.59092,0.698047,"1,4,26,52,156,260,520","0.94,0.85,0.65,0.55,0.55,0.55,0.55",R_1PdFEJpxyinaynA
157,-0.700817,0.119032,-6.04008,-5.9319,50.2699,0.025747,Success: relative step is no more than EpsX,-1.41685,0.148356,-2.95701,-2.84883,10.7604,0.0055112,Success: relative step is no more than EpsX,0.560896,0.942817,0.0616925,-13.2954,-13.1332,1891.43,0.968742,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.20831,1.79474,1.90292,1,0.000512174,Beta-Delta (f),0.668745,0.0173043,0.207451,"1,4,26,52,156,260,520","0.45,0.55,0.075,0.025,0.025,0.075,0.025",R_28P8j4zOG0WpqFC
158,-3.545,0.0921901,-9.61768,-9.5095,25691.2,0.0560145,Success: relative step is no more than EpsX,-4.13661,0.0646217,-14.5919,-14.4837,308976,0.67366,Success: relative step is no more than EpsX,0.983394,0.984573,0.0640715,-12.7657,-12.6034,123986,0.270326,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.442143,0.393236,10.6901,10.7983,1,2.1803e-6,Exponential (f),4.13661,0.118657,0.571695,"1,4,26,52,156,260,520","0.98,0.94,0.55,0.55,0.025,0.025,0.025",R_3EYXr7JyjzXehio
159,3.43402,0.0218516,-29.7718,-29.6636,2.54354e-111,2.40938e-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70045e-111,1.61075e-33,Success: relative step is no more than EpsX,0.0250001,1,4.16285e-7,-179.984,-179.821,1.05568e-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.46945e-18,-539.079,-538.97,1,9.47253e+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_UVJwNZFF8CkFaal
160,-2.42941,0.0938213,-9.37213,-9.26395,26965.5,0.00398349,Success: relative step is no more than EpsX,-2.99075,0.0446293,-19.7741,-19.666,4.89298e+6,0.722817,Success: relative step is no more than EpsX,1,0.950992,0.0446293,-17.8282,-17.666,1.84937e+6,0.273199,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.402971,11.0325,11.1407,1,1.47725e-7,Exponential (f),2.99075,0.0364648,0.393864,"1,4,26,52,156,260,520","0.98,0.91,0.25,0.025,0.025,0.025,0.025",R_3P6kxMvvGBIgI67
161,-1.63317,0.0382044,-21.9503,-21.8421,3.2011e+6,0.857149,Success: relative step is no more than EpsX,-2.08111,0.0517552,-17.7003,-17.5921,382308,0.102369,Success: relative step is no more than EpsX,0.963503,0.896584,0.0514219,-15.8448,-15.6825,151184,0.0404819,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244286,0.324669,8.00769,8.11587,1,2.67767e-7,Hyperbolic (f),1.63317,0.0439206,0.288107,"1,4,26,52,156,260,520","0.91,0.55,0.15,0.025,0.025,0.025,0.025",R_1mmjZRiMUx22gn9
